Date,gold prices,recession,gold price,depression,great depression,gold,economy,price of gold,the depression,crisis,frugal,gdp,charity,bankruptcy,unemployment,inflation rate,bankrupt,the great depression,car donate,capitalization,expense,donation,savings,social security card,the crisis,default,benefits,unemployed,poverty,social security office
2004-01-23,0.34249030900000044,0.0,-0.18232155700000008,0.011560822999999942,-0.05129329399999971,0.0210534090000003,0.012422520000000326,-0.15415067999999987,-0.12604072100000074,0.0,-0.23638877800000024,0.06136894700000006,-0.032789822999999885,-0.015267471999999671,-0.030771657999999924,-0.15616073099999994,0.0,-0.12323264100000042,0.18232155699999986,0.05849620600000005,-0.15028220299999973,0.20585205500000026,0.0,0.038714511999999424,0.05001042099999964,0.0,0.0,-0.17520408900000017,-0.06744127999999971,-0.08338160899999991
2004-01-30,-0.7985076960000006,0.0,0.0,-0.011560822999999942,0.06782259599999918,-0.06453852100000024,-0.06371581500000012,-0.28768207300000004,0.08576682200000096,-0.05884050000000007,0.1053605150000001,0.03509132000000026,-0.033901550999999586,0.015267471999999671,-0.031748699000000435,0.14403936999999978,0.0,0.15180601300000074,-0.44183275199999983,0.0870113770000005,0.13858616300000026,-0.15028220300000017,-0.04255961399999997,-0.1209526099999998,-0.15822400599999975,-0.010362787999999235,-0.01680711800000001,0.04167269600000045,0.022989517999999265,0.0
2004-02-06,-0.6286086599999998,0.18232155700000008,0.0,0.099529596,0.23293155800000065,-0.04546237399999953,0.06371581500000012,0.20067069599999998,0.18687737299999974,0.05884050000000007,-0.15082288899999963,0.01142869500000021,0.050430852999999054,0.0,0.0,0.0,0.0327898219999998,0.19166741899999984,0.16989903699999997,-0.19490033900000103,0.0,-0.027398975000000103,0.0,-0.028987536999999897,0.055569852000000086,-0.0534886840000004,0.03333641999999948,-0.13062018199999992,0.04445176200000045,0.04255961500000005
2004-02-13,-0.08701137700000006,0.0,0.0,-0.010582109999999645,0.0,0.022989517999999265,0.04820210100000022,-0.31845373099999996,-0.022989518000000153,0.08223809900000001,0.13062018199999992,0.09737416499999973,-0.01652930199999947,0.029852962999999733,-0.0327898219999998,0.0819171230000002,-0.0327898219999998,-0.023530497000000317,-0.2468600780000001,-0.038714511999999424,0.10064352599999982,0.0,0.0,0.028987536999999897,0.10265415399999966,0.0,-0.01652930199999947,0.34967374799999895,0.02150620599999975,0.09909090299999956
2004-02-20,-0.2006706949999999,-0.18232155700000008,0.0,-0.05465841200000021,-0.12429771700000014,0.0,-0.011834457000000853,0.11778303499999998,-0.11054187399999993,-0.026668246999999923,-0.22825865200000006,0.03045920700000071,-0.05129329399999971,-0.045120434999999404,-0.06899287199999993,-0.1711482560000004,-0.10536051599999974,-0.18232155699999986,0.1484200050000002,0.1236139559999998,-0.04348511199999994,-0.05715841300000024,-0.04445176300000009,-0.028987536999999897,0.024097551000000106,-0.0335226930000001,0.0,-0.3042113739999994,-0.04348511199999994,-0.14165051799999961
2004-02-27,0.10536051599999974,0.0,0.0,0.06524052199999986,0.1749414500000004,0.022472856000000263,0.08004270800000057,0.10536051600000018,0.14483094800000007,0.026668246999999923,0.09763847000000014,-0.03045920700000071,0.0840831169999996,0.015267471999999671,0.03509132000000026,0.20430046300000004,0.03636764399999981,0.13353139300000016,-0.18924200000000013,-0.08489944400000038,0.02197890699999938,0.028987536000000258,0.04445176300000009,0.08455738800000034,0.06899287199999993,-0.01142869500000021,0.04879016400000058,0.12516314300000042,0.12516314300000042,-0.04445176200000045
2004-03-05,-0.2231435519999998,0.3364722370000002,-0.22314355099999994,0.0512932940000006,0.09418721499999982,-0.04546237399999953,0.09431067900000034,0.0,0.11653381600000046,0.12361395600000025,-0.07232066200000054,-0.05292240200000009,-0.032789822999999885,-0.030771659000000007,0.06669137399999947,-0.09097177800000011,0.13353139300000016,0.2231435510000006,0.48550781600000015,0.23572233400000098,0.05292240200000009,0.13353139299999972,0.08338160899999991,0.0397403289999998,0.1636294239999998,-0.023256862999999406,0.015748356999999658,0.11122563499999982,0.11122563499999982,0.0
2004-03-12,0.11778303600000006,0.0,0.0,-0.0725706930000003,-0.18457127699999987,-0.0235304980000004,-0.1863295780000005,0.0,-0.23572233400000098,-0.12361395600000025,0.07232066200000054,-0.1029479689999997,-0.1053605150000001,-0.13353139200000008,-0.17589066599999947,0.1438941800000002,-0.031748699000000435,-0.24846135900000021,-0.3677247800000001,-0.13926206700000066,-0.2439776389999997,-0.16251892899999998,-0.08338160899999991,-0.013072081999999874,-0.14165051799999961,0.011696039999999464,-0.06453852100000024,0.5621189180000004,-0.1929036660000003,-0.0953101799999998
2004-03-19,0.10536051599999974,-0.1541506800000001,0.0,0.0,0.0397403289999998,0.046520015999999664,0.04706751099999984,0.0,0.07320340400000092,0.025975486000000103,-0.0235304980000004,0.12445417400000025,0.08855339700000009,0.08552217299999931,0.07410797199999974,-0.2180021519999995,-0.29849298799999957,0.0,0.0,-0.16184302599999967,0.13517477899999975,0.05715841300000024,0.2318016140000001,-0.06805346300000004,0.08338160899999991,0.011560822999999942,0.032789822999999885,-0.6539264670000007,0.10109611699999999,0.11778303600000006
2004-03-26,0.0,0.1541506800000001,0.0,-0.032789822999999885,-0.08112554499999991,-0.022989517999999265,-0.059188872000000003,0.26236426399999946,-0.09884583400000047,0.02531780799999961,0.046520015999999664,-0.16126814700000036,0.0,-0.179048230999999,-0.15415067999999987,0.13192754299999976,0.08338160899999991,-0.12260232200000054,0.28768207199999996,0.06538275899999935,-0.12210269699999987,0.027398975000000103,0.296265816,-0.2553466919999998,0.019802628000000322,-0.059188872000000003,-0.1198011999999995,0.14310084300000003,-0.03922071399999982,-0.28030196500000004
